SN,State,LGA,Health Facility,% of states that have commenced recruitment of SBAs,Proportion of targeted SBA recruitments that have been completed (recruited over planned),Number of SBAs recruited,Proportion of SBAs deployed per state (total number deployed),Total number of SBAs,Proportion of planned frontline health workers who have been trained,Proportion of CBHWs recruited (state),Number of CBHWs trained (state),Proportion of CBHWs deployed per state (state),% of recruited CBHWs that have been absorbed ,Total BHCPF Facilities (LGA),Proportion of L2 functional facilities per LGA (BHCPF),Proportion of L1 functional facilities per LGA,Proportion of partially functional facilities per LGA,Number of revitalized PHC facilities per LGA,# of emergency referrals transported via the ambulance service,# of obstetric and newborn emergency referrals transported via the ambulance service,# of obstetric emergencies reported via helplines,,,,,
1332,KWARA,ILORIN EAST,Okesuna Primary Health Centre,NO,0,0,0,10,72,0,0,0,0,12,8,4,0,6,,,,,,,,
1333,KWARA,MORO,Agbaku-Agar Primary Health Centre,NO,0,0,0,3,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1334,KWARA,MORO,Arobadi Primary Health Centre,NO,0,0,0,4,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1335,KWARA,MORO,Babadudu Primary Health Centre,NO,0,0,0,3,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1336,KWARA,MORO,Bode-Saadu Basic Health Care Centre,NO,0,0,0,5,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1337,KWARA,MORO,Budo-Oke Primary Health Centre,NO,0,0,0,2,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1338,KWARA,MORO,Elemere Primary Health Centre,NO,0,0,0,4,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1339,KWARA,MORO,Jebba Primary Health Centre (Model),NO,0,0,0,7,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1340,KWARA,MORO,Jehunkunnu Health Post,NO,0,0,0,3,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1341,KWARA,MORO,Lanwa Basic Health Care Centre,NO,0,0,0,10,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1342,KWARA,MORO,Malete Comprehensive Health Centre,NO,0,0,0,6,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1343,KWARA,MORO,Megida Primary Health Centre,NO,0,0,0,4,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1344,KWARA,MORO,Okutala Primary Health Centre (Model),NO,0,0,0,3,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1345,KWARA,MORO,Oloru Primary Health Centre,NO,0,0,0,5,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1346,KWARA,MORO,Olowode Primary Health Centre,NO,0,0,0,1,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1347,KWARA,MORO,Shao Comprehensive Health Centre,NO,0,0,0,9,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1348,KWARA,MORO,Tepatan Primary Health Centre,NO,0,0,0,3,66,0,0,0,0,16,8,8,0,6,,,,,,,,
1349,LAGOS,IBEJU LEKKI,Aboreji Primary Health Centre,NO,0,0,0,1,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1350,LAGOS,IBEJU LEKKI,Apakin Primary Health Centre,NO,0,0,0,5,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1351,LAGOS,IBEJU LEKKI,Awoyaya 1 Primary Health Centre,NO,0,0,0,9,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1352,LAGOS,IBEJU LEKKI,Bogije Primary Health Centre,NO,0,0,0,11,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1353,LAGOS,IBEJU LEKKI,Ibeju Primary Health Centre,NO,0,0,0,11,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1354,LAGOS,IBEJU LEKKI,Iberekodo Primary Health Centre,NO,0,0,0,6,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1355,LAGOS,IBEJU LEKKI,Igbo-Olomi Primary Health Centre,NO,0,0,0,1,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1356,LAGOS,IBEJU LEKKI,Lekki Primary Health Centre,NO,0,0,0,14,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1357,LAGOS,IBEJU LEKKI,Okun Ise Health Post,NO,0,0,0,1,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1358,LAGOS,IBEJU LEKKI,Okunraye Primary Health Centre,NO,0,0,0,3,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1359,LAGOS,IBEJU LEKKI,Orimedu Primary Health Centre,NO,0,0,0,4,73,0,0,0,0,11,5,6,0,#N/A,,,,,,,,
1360,NASARAWA,KEFFI,A/Ninzo Primary Health Centre,NO,0,0,0,8,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1361,NASARAWA,KEFFI,Ang Jaba Primary Health Centre,NO,0,0,0,3,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1362,NASARAWA,KEFFI,Ang Waje Primary Health Centre,NO,0,0,0,10,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1363,NASARAWA,KEFFI,Gauta Primary Health Centre,NO,0,0,0,4,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1364,NASARAWA,KEFFI,Jigwada Primary Health Centre,NO,0,0,0,8,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1365,NASARAWA,KEFFI,K/Mada Primary Health Centre,NO,0,0,0,5,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1366,NASARAWA,KEFFI,Kofa Pada Primary Health Centre,NO,0,0,0,9,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1367,NASARAWA,KEFFI,Main Market Primary Health Centre,NO,0,0,0,10,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1368,NASARAWA,KEFFI,Sabon Gari Primary Health Centre,NO,0,0,0,13,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1369,NASARAWA,KEFFI,Tsoho Kasuwa Primary Health Centre,NO,0,0,0,7,172,0,0,0,0,10,8,2,0,4,,,,,,,,
1370,NASARAWA,NASARAWA,Akum Primary Health Centre,NO,0,0,0,4,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1371,NASARAWA,NASARAWA,Angwan Mallam Primary Health Centre,NO,0,0,0,2,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1372,NASARAWA,NASARAWA,Ara 1 Primary Health Centre,NO,0,0,0,2,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1373,NASARAWA,NASARAWA,Bakono Primary Health Centre,NO,0,0,0,2,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1374,NASARAWA,NASARAWA,Gunki Primary Health Centre,NO,0,0,0,7,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1375,NASARAWA,NASARAWA,Kurudu Primary Health Centre,NO,0,0,0,4,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1376,NASARAWA,NASARAWA,Loko 1 Primary Health Centre,NO,0,0,0,6,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1377,NASARAWA,NASARAWA,Mararaba Odege Primary Health Centre,NO,0,0,0,10,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1378,NASARAWA,NASARAWA,Marmara Primary Health Centre,NO,0,0,0,6,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1379,NASARAWA,NASARAWA,Odenin Gida Primary Health Centre,NO,0,0,0,1,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1380,NASARAWA,NASARAWA,Odenin Magaji Primary Health Centre,NO,0,0,0,2,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1381,NASARAWA,NASARAWA,Oguma Primary Health Centre,NO,0,0,0,2,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1382,NASARAWA,NASARAWA,Onda Primary Health Centre,NO,0,0,0,5,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1383,NASARAWA,NASARAWA,Oversea Primary Health Centre,NO,0,0,0,2,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1384,NASARAWA,NASARAWA,Pada Primary Health Centre,NO,0,0,0,1,330,0,0,0,0,15,4,11,0,5,,,,,,,,
1385,NIGER,BORGU,Babanna Basic Health Centre,NO,0,0,0,2,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1386,NIGER,BORGU,Fhc New Bussa Primary Health Centre,NO,0,0,0,19,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1387,NIGER,BORGU,Guffanti Primary Health Centre,NO,0,0,0,2,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1388,NIGER,BORGU,Kabe Primary Health Centre,NO,0,0,0,4,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1389,NIGER,BORGU,Karabonde Primary Health Centre,NO,0,0,0,5,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1390,NIGER,BORGU,Konkoso Basic Health Centre,NO,0,0,0,4,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1391,NIGER,BORGU,Malale Primary Health Centre,NO,0,0,0,9,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1392,NIGER,BORGU,New Awuru Primary Health Centre,NO,0,0,0,1,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1393,NIGER,BORGU,Sahgunu Basic Health Centre,NO,0,0,0,4,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1394,NIGER,BORGU,Wawa Basic Health Centre,NO,0,0,0,5,215,110,0,0,0,10,5,5,0,1,,,,,,,,
1395,NIGER,GBAKO,Batagi Primary Health Centre,NO,0,0,0,10,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1396,NIGER,GBAKO,Biramafu Primary Health Centre,NO,0,0,0,6,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1397,NIGER,GBAKO,Edokota D Basic Health Centre,NO,0,0,0,8,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1398,NIGER,GBAKO,Edozhigi Primary Health Centre,NO,0,0,0,6,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1399,NIGER,GBAKO,Estu Audu Primary Health Centre,NO,0,0,0,4,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1400,NIGER,GBAKO,Gogata Basic Health Centre,NO,0,0,0,6,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1401,NIGER,GBAKO,Legbo Dzukun Primary Health Centre,NO,0,0,0,4,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1402,NIGER,GBAKO,Mantafien Primary Health Centre,NO,0,0,0,3,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1403,NIGER,GBAKO,Rural Lemu Health Centre,NO,0,0,0,6,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1404,NIGER,GBAKO,Sommazhiko Primary Health Centre,NO,0,0,0,2,221,110,0,0,0,10,8,2,0,2,,,,,,,,
1405,NIGER,MUNYA,Beni Primary Health Centre,NO,0,0,0,2,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1406,NIGER,MUNYA,Dandaudu Primary Health Centre,NO,0,0,0,8,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1407,NIGER,MUNYA,Daza Primary Health Centre,NO,0,0,0,10,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1408,NIGER,MUNYA,Fuka Primary Health Centre,NO,0,0,0,6,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1409,NIGER,MUNYA,Gini Primary Health Centre,NO,0,0,0,4,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1410,NIGER,MUNYA,Guni Primary Basic Health Centre,NO,0,0,0,5,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1411,NIGER,MUNYA,Health Centre Maternal And Child Health,NO,0,0,0,15,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1412,NIGER,MUNYA,Kamache Primary Health Centre,NO,0,0,0,4,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1413,NIGER,MUNYA,Kuchi Primary Health Centre,NO,0,0,0,7,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1414,NIGER,MUNYA,Rural S/Pawa Health Centre,NO,0,0,0,16,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1415,NIGER,MUNYA,Zazzaga Primary Health Centre,NO,0,0,0,7,152,110,0,0,0,11,10,1,0,#N/A,,,,,,,,
1416,NIGER,PAIKORO,Adunu Primary Health Centre,NO,0,0,0,5,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1417,NIGER,PAIKORO,Almajiri(kwanayi) Primary Health Centre,NO,0,0,0,11,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1418,NIGER,PAIKORO,Chimbi Primary Health Centre,NO,0,0,0,9,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1419,NIGER,PAIKORO,Gwam Primary Health Centre,NO,0,0,0,6,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1420,NIGER,PAIKORO,Ishau Primary Health Centre,NO,0,0,0,2,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1421,NIGER,PAIKORO,K/Koro Primary Health Centre,NO,0,0,0,7,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1422,NIGER,PAIKORO,Kwakuti Primary Health Centre,NO,0,0,0,9,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1423,NIGER,PAIKORO,Paiko (Model) Primary Health Centre,NO,0,0,0,31,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1424,NIGER,PAIKORO,T/Mallam Primary Health Centre,NO,0,0,0,14,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1425,NIGER,PAIKORO,Tutungo Primary Health Centre,NO,0,0,0,8,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1426,NIGER,PAIKORO,Zubakpere Primary Health Centre,NO,0,0,0,5,174,110,0,0,0,11,5,6,0,2,,,,,,,,
1427,OGUN,ADO ODO OTA,Ado I Primary Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1428,OGUN,ADO ODO OTA,Ado Odo II Health Centre,NO,0,0,0,2,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1429,OGUN,ADO ODO OTA,Agbara Primary Health Centre,NO,0,0,0,3,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1430,OGUN,ADO ODO OTA,Alapoti Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1431,OGUN,ADO ODO OTA,Atan Model Primary Health Centre,NO,0,0,0,7,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1432,OGUN,ADO ODO OTA,Ere Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1433,OGUN,ADO ODO OTA,Igbesa Primary Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1434,OGUN,ADO ODO OTA,Ijoko Primary Health Centre,NO,0,0,0,4,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1435,OGUN,ADO ODO OTA,Iju Primary Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1436,OGUN,ADO ODO OTA,Ilogbo Primary Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1437,OGUN,ADO ODO OTA,Ketu Adie Owe Primary Health Centre,NO,0,0,0,5,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1438,OGUN,ADO ODO OTA,Odan Health Centre,NO,0,0,0,3,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1439,OGUN,ADO ODO OTA,Ota Primary Health Centre,NO,0,0,0,9,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1440,OGUN,ADO ODO OTA,Otun Primary Health Centre,NO,0,0,0,4,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1441,OGUN,ADO ODO OTA,Powerline Health Centre,NO,0,0,0,4,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1442,OGUN,ADO ODO OTA,Sango Primary Health Centre,NO,0,0,0,6,131,0,0,0,0,16,12,4,0,4,,,,,,,,
1443,OGUN,IJEBU ODE,Ayeteju Health Centre,NO,0,0,0,6,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1444,OGUN,IJEBU ODE,Isoku Health Centre,NO,0,0,0,11,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1445,OGUN,IJEBU ODE,Ita Alapo Health Centre,NO,0,0,0,16,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1446,OGUN,IJEBU ODE,Ita Osu Health Centre,NO,0,0,0,8,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1447,OGUN,IJEBU ODE,Itamapako Health Centre,NO,0,0,0,1,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1448,OGUN,IJEBU ODE,Itantebo Health Post,NO,0,0,0,7,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1449,OGUN,IJEBU ODE,Iwade Isale Health Centre,NO,0,0,0,10,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1450,OGUN,IJEBU ODE,Jogbo Health Centre,NO,0,0,0,9,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1451,OGUN,IJEBU ODE,Odo Esa Health Centre,NO,0,0,0,10,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1452,OGUN,IJEBU ODE,Oke Aje Health Clinic,NO,0,0,0,8,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1453,OGUN,IJEBU ODE,Oke Oyinbo Health Centre,NO,0,0,0,10,80,0,0,0,0,11,10,1,0,1,,,,,,,,
1454,ONDO,AKURE SOUTH,Adegbola Basic Health Centre,NO,0,0,0,6,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1455,ONDO,AKURE SOUTH,Aponmu Basic Health Centre,NO,0,0,0,3,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1456,ONDO,AKURE SOUTH,Awule Basic Health Centre,NO,0,0,0,4,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1457,ONDO,AKURE SOUTH,Danjuma Basic Health Centre,NO,0,0,0,8,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1458,ONDO,AKURE SOUTH,Esure Basic Health Centre,NO,0,0,0,5,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1459,ONDO,AKURE SOUTH,Igisogba Basic Health Centre,NO,0,0,0,6,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1460,ONDO,AKURE SOUTH,Isolo Comprehensive Health Centre,NO,0,0,0,11,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1461,ONDO,AKURE SOUTH,Oda Basic Health Centre,NO,0,0,0,6,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1462,ONDO,AKURE SOUTH,Odopetu Primary Health Centre,NO,0,0,0,5,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1463,ONDO,AKURE SOUTH,Oke Aro Basic Health Centre,NO,0,0,0,6,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1464,ONDO,AKURE SOUTH,Oke Ijebu Comprehensive Health Centre,NO,0,0,0,9,147,0,0,0,0,11,10,1,0,3,,,,,,,,
1465,ONDO,ESE ODO,Ajapa Primary Clinic Health Centre,NO,0,0,0,3,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1466,ONDO,ESE ODO,Arogbo Comprehensive Health Centre,NO,0,0,0,6,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1467,ONDO,ESE ODO,Biagbini Primary Health Centre,NO,0,0,0,3,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1468,ONDO,ESE ODO,Bolowo Primary Health Centre,NO,0,0,0,4,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1469,ONDO,ESE ODO,Centre Igbobini Primary Health Centre,NO,0,0,0,4,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1470,ONDO,ESE ODO,Ebiaye Primary Health Centre,NO,0,0,0,4,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1471,ONDO,ESE ODO,Igbekebo Basic Health Centre,NO,0,0,0,3,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1472,ONDO,ESE ODO,Igbobini Basic Health Centre,NO,0,0,0,5,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1473,ONDO,ESE ODO,Igbotu Basic Health Centre,NO,0,0,0,5,58,0,0,0,0,9,6,3,0,5,,,,,,,,
1474,ONDO,IFEDORE,Ayetoro Basic Health Centre,NO,0,0,0,7,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1475,ONDO,IFEDORE,Ero Basic Health Centre,NO,0,0,0,7,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1476,ONDO,IFEDORE,Ibule Basic Health Centre,NO,0,0,0,6,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1477,ONDO,IFEDORE,Ijare Comprehensive Health Centre,NO,0,0,0,7,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1478,ONDO,IFEDORE,Ilara Comprehensive Health Centre,NO,0,0,0,11,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1479,ONDO,IFEDORE,Iloro Basic Health Centre,NO,0,0,0,5,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1480,ONDO,IFEDORE,Irese Basic Health Centre,NO,0,0,0,8,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1481,ONDO,IFEDORE,Molete Basic Health Centre,NO,0,0,0,8,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1482,ONDO,IFEDORE,Okeode Primary Health Centre,NO,0,0,0,6,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1483,ONDO,IFEDORE,Owena Comprehensive Health Centre,NO,0,0,0,4,176,0,0,0,0,10,10,0,0,3,,,,,,,,
1484,ONDO,ONDO WEST,Abusoro Basic Health Centre,NO,0,0,0,3,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1485,ONDO,ONDO WEST,Akinjagula Primary Health Centre,NO,0,0,0,6,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1486,ONDO,ONDO WEST,Ayeyemi Basic Health Centre,NO,0,0,0,6,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1487,ONDO,ONDO WEST,Better Life Basic Health Centre,NO,0,0,0,10,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1488,ONDO,ONDO WEST,Igunshin Primary Health Centre,NO,0,0,0,4,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1489,ONDO,ONDO WEST,Ilunla Basic Health Centre,NO,0,0,0,3,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1490,ONDO,ONDO WEST,Jilalu Basic Health Centre,NO,0,0,0,4,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1491,ONDO,ONDO WEST,Laje Comprehensive Health Centre,NO,0,0,0,3,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1492,ONDO,ONDO WEST,Laoso Primary Health Centre,NO,0,0,0,3,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1493,ONDO,ONDO WEST,Maroko Primary Health Centre (Mphc),NO,0,0,0,8,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1494,ONDO,ONDO WEST,Moferere Primary Health Centre,NO,0,0,0,7,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1495,ONDO,ONDO WEST,Surulere Basic Health Centre,NO,0,0,0,3,81,0,0,0,0,12,7,5,0,#N/A,,,,,,,,
1496,ONDO,OWO,Alaguntan Basic Health Centre,NO,0,0,0,8,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1497,ONDO,OWO,Ehinogbe Basic Health Centre,NO,0,0,0,8,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1498,ONDO,OWO,Idasen Primary Health Centre,NO,0,0,0,4,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1499,ONDO,OWO,Ijebu 1 Primary Health Centre,NO,0,0,0,5,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1500,ONDO,OWO,Ijebu II Basic Health Centre,NO,0,0,0,6,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1501,ONDO,OWO,Iloro Basic Health Centre,NO,0,0,0,5,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1502,ONDO,OWO,Ipele Primary Health Centre,NO,0,0,0,4,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1503,ONDO,OWO,Isaipen Basic Health Centre,NO,0,0,0,8,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1504,ONDO,OWO,Oke Mapo Basic Health Centre,NO,0,0,0,8,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1505,ONDO,OWO,Okedogbon Basic Health Centre,NO,0,0,0,5,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1506,ONDO,OWO,Uso Basic Health Centre,NO,0,0,0,9,93,0,0,0,0,11,11,0,0,4,,,,,,,,
1507,OYO,AFIJO,Akinmorin Jobele Primary Health Centre,NO,0,0,0,4,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1508,OYO,AFIJO,Asaju Primary Health Centre,NO,0,0,0,1,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1509,OYO,AFIJO,Awe Primary Health Centre,NO,0,0,0,5,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1510,OYO,AFIJO,Fiditi 1 (Jafu) Primary Health Centre,NO,0,0,0,6,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1511,OYO,AFIJO,Fiditi Primary Health Centre,NO,0,0,0,4,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1512,OYO,AFIJO,Ilora Primary Health Centre,NO,0,0,0,7,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1513,OYO,AFIJO,Imini Primary Health Centre,NO,0,0,0,3,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1514,OYO,AFIJO,Iware Primary Health Centre,NO,0,0,0,2,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1515,OYO,AFIJO,Okeboda Primary Health Centre,NO,0,0,0,4,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1516,OYO,AFIJO,Okediji Primary Health Centre,NO,0,0,0,5,38,0,0,0,0,10,7,3,0,4,,,,,,,,
1517,OYO,IBADAN SOUTH WEST,Agbokojo Primary Health Centre,NO,0,0,0,5,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1518,OYO,IBADAN SOUTH WEST,Akere Primary Health Centre,NO,0,0,0,3,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1519,OYO,IBADAN SOUTH WEST,Akuro Primary Health Centre,NO,0,0,0,4,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1520,OYO,IBADAN SOUTH WEST,Bode Primary Health Centre,NO,0,0,0,9,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1521,OYO,IBADAN SOUTH WEST,Foko Primary Health Centre,NO,0,0,0,9,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1522,OYO,IBADAN SOUTH WEST,Isale Osi Primary Health Centre,NO,0,0,0,6,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1523,OYO,IBADAN SOUTH WEST,Kososi Primary Health Centre,NO,0,0,0,5,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1524,OYO,IBADAN SOUTH WEST,Molete Primary Health Centre,NO,0,0,0,7,41,0,0,0,0,8,3,5,0,3,,,,,,,,
1525,OYO,IWAJOWA,Ajinati Health Post,NO,0,0,0,2,24,0,0,0,0,10,2,8,0,5,,,,,,,,
1526,OYO,IWAJOWA,Ayegun Primary Health Centre,NO,0,0,0,5,24,0,0,0,0,10,2,8,0,5,,,,,,,,
1527,OYO,IWAJOWA,Elekokan Primary Health Centre,NO,0,0,0,3,24,0,0,0,0,10,2,8,0,5,,,,,,,,
1528,OYO,IWAJOWA,Idiko Ile Primary Health Centre,NO,0,0,0,2,24,0,0,0,0,10,2,8,0,5,,,,,,,,
